sentence,predicted,truth
"Rubio's comments were so ugly, bizarre and yet ineffective I have a hard time grasping what must have transpired for those words to be considered a reasonable thing to say. I hear more cogent invectives when my kids argue.",1,0
I remind myself  DON'T FEED THE TROLLS.....,1,0
"Well I can think of any number of stupid and anti-social things I could do as well.    Does just being 'different' have so much value to you that you don't care if it also means a total absence of ethics or rational judgement?    

Where is the redeeming quality ofTrump mocking a disabled reporter?     Talking about his trophy wives and ex wives.  Is 'trading up' to a new model OK for a marriage agreement?  A wall?  Paid for by Mexico?  When you think of ""a wall"" what do you think of first;  Communist East Germany/USSR  or China?  Good company for modern democracy?

I agree that no President can, by himself, destroy the country.   I think Trump is a nightmare not a hero.    It's only my opinion, but I am not alone if you believe any polling.

It's only an opinion Out.    But for those who think Trump could, or should, become President of the United States, they should know what they face in opposition.  I would like to see a viable Republican candidate and not a freak show.",1,0
"No, it's supposed entertainment, not unlike Donald Trump. Little substance, and we're all worse off for it. If Bieber had local connections, OK. And the only reason I'm giving it ""engagement time"" is to comment on how silly it is to be so prominently featured, or even covered at all.",1,0
"""GUYS HOLY SH*T
JUSTIN BIEBER IS LITERALLY IN EUGENE BREATHING THE SAME AIR AS ME. #operationfindBiebs
— τ α j (@tahji_weeny) February 29, 2016""

Thanks for reprinting the tweet with the (unredacted) expletive, Register-Guard. It's such a good example to our children.

And like, I hope, like, the UO will teach their students to not, like, use the word ""like"" in every phrase of, like, a sentence. But that quote was the best part of the story, as it was the perfect stereotypical response of a Bieber fan. Absolutely perfect. Gotta love em.",1,0
Kathleen reveals her profound and deep dismissal the intelligence of so many Americans who do not see the world as she does.,1,0
"The media is running scared now.  With Trump amassing victories they can no longer simply write him off as impotent.  Yet, in the media stories, the presumption is that the writer and reader are on the same page and confused about how stupid Americans are in supporting the Donald.  For a change, this will be an interesting election year.",1,0
who puts themselves in a dumpster to commit suicide?,1,0
"Golly, how did we get into this mess. This episode an all to familiar example of life in Oregon these days. Is this the outcome of decades of liberal politics and policies?.., a disorganized public safety system?.., or some combination of laziness and stupidity - not connecting the dots regarding a long list of criminal behavior. This a tumultuous time for Americans where common sense seems to be on vacation. Think of the AZ Sheriff Aarpayo (sp), a do the crime, do the time - keep it simple kind of philosophy. Popular enough at home to be re-elected multiple times but also a national target for criticism. Make up your mind America, as evidenced by this story the present day policies don't seem to be working.",1,0
"Gotta love it when the leftwing elite goes cannibal.  Also love the little condescending ""somehow"" qualifier for the Republican Party.  ☺

Interesting sidebar here: In May 2015, the RG hired N Christian Anderson away from The Oregonian as RG editor and publisher.  He vanished silently from the RG masthead just seven months later.",1,0
"My advice:  drop the PC social engineering garbage and focus on old school life skills like reading, writing, arithmetic, and core values like loyalty, honesty, integrity, work ethic, etc. 

 Don't advocate for or against life-choices behind the backs of parents.  Our current system is turning out too many pseudo victims with an entitlement mentality, many without diplomas.

And bring back pizza, hamburgers, crinkle fries, mashed potatoes with hamburger gravy,  and yeast roll dogs for lunch.  Michellunches are boring.",1,0
"garycrum's definition of ""troll"" ........ anyone who disagrees with his narrow minded narrative.   

He despises the use of labels ...... except when he does it.",1,0
I am an uncivil stinker. I even think I am unworthy.,1,0
"No, Mr. Trump is not diverse. A single individual can't be diverse. Diversity is about collections or groups of people, the more diverse when they include more genders, types, backgrounds, ages, etc., and the less diverse when they are more uniform in the same factors. 

And I'll help you out with why the ""honor diversity"" crowd doesn't like Trump. I honor diversity and I really object to what Mr. Trump has said in public about Mexicans, Muslims, women, blacks, handicapped, and so on. I don't hate him, but I do seriously object to his candidacy for president of this country. I can't speak for others. 

Furthermore, hating an individual can't be bigotry. Bigotry is about hating groups and collections of people for their characteristics, gender, background, color, religion, preferences, age, etc. Disliking a person, even hating that person, for what he or she says, believes, or does, rather than that person's classification, is not bigotry.",1,0
When you break the law you can expect consequences.  It's easy to brave and defiant until they arrest you.  Then the whining starts.,1,0
"Doesn't no body see this repeated thing going on? I get on fb and see atleast four new post EVERYDAY of finding dead bodies around town, and almost all of them are homeless people. Their obviously dying due to cold weather, sickness, dirtiness and hunger. Oregon needs to do something because I think it's getting out of control on all these dead homeless bodies being found. Their dying becuz this town can't even have enough respect for these homeless people to let them have a damn tent. Ohh but well let you lay on the cold ass concrete before well let you post up with a tent that is somewhat warm and dry. Yes they leave unbelievable nasty messes of garbage and what not but, maybe if they set boundaries and let the homeless know to pick up after them selves they'll be less problems with them camping out anywhere. That's the only reason the state won't allow them to camp out. This is getting sickening. Eugene needs to see it.",1,0
"Newsflash for Irene:   Folks could not care less what Trump says.  They will vote for him based on what he'll do if he gets elected.  Informed Americans are sick and tired of corrupt, lying politicians like the Clintons.  My advice to you is prepare for Bill & Hill to get fully vetted by Donald Trump in front of the entire country this summer.

P.S. - Did I mention that Donald Trump is the epitome of diversity?  Way more diverse than Rubio, Hillary or Obama.",1,0
"This is an architecturally significant building and the U has a huge and expanding architecture school: it's a heck of a lot cheaper to use this than keep building new stuff. And the new stuff on campus sucks, architecturally.",1,0
why stop here if we're going to act like social parasitic thieves and establish taxation without representation? Let's start taxing every American coming into Oregon.,1,0
"This highlights the ridiculousness of the efforts towards making Eugene a tech hub. First off, it's too small of a city, second off, every city is a tech hub. We'll forever be a Single A feeder team in an increasingly transient tech industry.",1,0
Well now where am I supposed to park!! The Romania lot was supposed to replace parking lost to the construction of the new dorm which the U of O needs for all the freshman to live on campus by 2017 and will also work out well for the athletes in 2021.,1,0
"Global warming IS happening- but even if it wasn't our natural environment is becoming so toxic, water is unfit to drink, air unfit to breath and our resources are being consumed and contaminated faster than the biosphere can repair and restore them.  Our human population is estimated to reach nine billion by 2050 if ecosystems don't crash before then, which will put even more stresses on our natural systems of which all life and economies depend.  There are several reasons to transition off of dirty fossil fools and NO reason to continue on the path of destruction. The hoax is from the fossil fool industry executives whose sickness and greed clouds sensible and common sense logic.",1,0
"garycrum’s definition of “troll” …….. anyone who disagrees with his narrative.

He despises the use of labels …… except when he does it.  Very uncivil.",1,0
They don't lead the healthiest lifestyles.  Drugs and alcohol DO kill people.  I know everyone from the street level to city hall like to drink their drinks.,1,0
"mary, if people weren't supporting these buffoons they wouldn't be an issue.  this is a deeper, moral crisis for our  people.   something is wrong here....",1,0
"I would feel worse about it,  but this is a story of a privileged male just now realizing that there is still gender discrimination!  I'm sorry you lost your dream job.  Join the club.  I gave up the career i loved after 13 years of being told i couldn't be promoted because I  don't have a penis nor ""know my place as a woman."" Every woman you know has lost a dream job.  To a man.  So because one man lost his,  and FINALLY realized things aren't equal,  we should what?  Parade?  Protest?  Weep?",1,0
"I've got an idea to solve all the state's funding woes: A special tax on PERS benefits! After all, that's where all of our money goes, into the pockets of career parasites who feel entitled to outrageous returns on their pension funds regardless of our ability to pay.  Oregon Democrats can never get enough of other people's money. At least this particular bill extorts people who don't live in our state, whereas the usual tactic is to squeeze small business owners until they bleed. I personally don't want the track championships in Eugene. It will inconvenience me personally, and for the sole purpose of enriching special interests and appealing to the vanity of public officials. It's garbage.",1,0
"""...does the dog actually provide value commensurate with that valuation.""

Yes it does.  

If the dog alerts its' handler to an IED and keeps just one soldier from losing his legs or worse, that dog is worth whatever it cost to train.",1,0
"Oregon and Lane county and Eugene govts. have always been like this.To put it politely, the whole local govt. are crooks and thieves and dictators. I advise, if you want a real environmental area, move out of Oregon.This town has always been run by crooks and thieves. It's like a dictatorship-little-town in the Deep South, run by a tiny handful of families,and crooks at the top. Take some disreputable low-class totalitarian jerks, crooks, from the Deep South, that is Lane County,Eugene, and the state of Oregon. 

People who were natives, or lived here forever, have seen this. The reason you don't MEET NATIVES of Oregon, is, most of them MOVED AWAY.I know some, quite  a few, who hate it, and will never come back.",1,0
"So, a bully is worse than an incompetent and irresponsible pathological liar or a guy who's economic sensibility wouldn't fit a thimble?",1,0
"Taxing a business owner to the point where it no longer makes sense to go to work is not what I would call ""support"".  Bernie doesn't understand entrepreneurship.  He hardly understands work.  By his own admission he was a lazy and disinterested student.  He demonstrated little skill in making a buck - or interest in earning money - when he was young, in spite of having a child to support.  He fled to the security of a federal job at the recommendation of a friend who, apparently, knew him pretty well.  Bernie's a beltline insider, and his package of Change II is just more of the same:  government greed, rising taxes, and biting the hands that feed them.",1,0
"Fact: The statement ""Oregon doesn't take drunk driving seriously"" is not a fact. It is your opinion. Are you not a proponent of truth in labeling?

One of every two Americans will be maimed by a motorist during their lifetimes? Ridiculous. Why spout such nonsense?

Traffic fatalities in Oregon in 2013 -- your cherry-picked reference point -- totaled 313, the lowest in half a century. Context is king. Try it sometime.",1,0
"Mr. Trump seems to know little about the real world beyond finance, and that seems dangerous.  He seems to say the same thing over and over.  Is ability to make money the only criteria for the office of leader of the free world? People like Trump's attitude because it seems to mirror their own, and everyone can find something to be angry about.  I wonder how those same people will feel when a President Trump shouts 'Losers!' at anyone who has less money than he does, or receives any kind of public assistance (like Social Security or Medicare), and begins cutting all those programs.",1,0
"Hillary will be slinging mud soon enough, and it will be nasty.",1,0
"These folks are all indicted and locked up in jail.   That is a big difference.

Besides, Hillary wants to ban and get rid of all Salt Rifles, so that kooks like these fellows cannot threaten the government with them anymore.

These 19 men in jail are actually Hillary's defeated enemy.  Hillary will make it a point to put more nuts like these behind bars once she is President.   We will no doubt need to build more prisons soon, in order to incarcerate these people.   They are way too dangerous to be let out in society.",1,0
"I did some repair work for PPS one summer, mostly on door locks and panic bars. A bunch of incompetents who also explained to me that even if the work did not make a whole lot of sense they would lose the federal money if they did not spend it. One of the regular PPS crew spent about half the time talking about hunting and fishing, etc. and the others said that he just didn't seem to understand that he was supposed to be working. If you can call it that.  

This is pretty mild stuff compared to what typically goes on in construction work. An insult is the least of it. Usually they just fire you and replace you with their buddy who is broke from his last trip to Vegas. They tell you to just shrug it off. Did either of these guys actually get terminated from their gravy jobs?",1,0
"Professors are employees.  Well paid and privileged employees, to be sure.  But employees nonetheless.  A contract governs the relationship between these employees and the U of O.  In Oxford or Cambridge etc, , centuries ago, the relationships were much different.  Get over it and do what you were hired to do; earn Grants or teach or both.  If you aren't doing either of those, you are a mere parasite and not even a symbiotic one at that.  Pontificating is not a required part of your job description.",1,0
"I hope you're kidding.
You think Trump and Hillary are interchangeable?",1,0
"It is amazing how many national voices seem to think a third party effort might be possible after mid-summer.  Such ignorance.

Such a thing will be possible only for the next few days.  Then that option will be closed - for anyone - Trump,  thank God, included.",1,0
"Rules and political choices have nothing to do it; Trump is crude and disgusting.
Even more disgusting is the given fact that his flock worships his boorish, evil behavior. For example, ""I could shoot someone and still get the nomination"".
What kind of person agrees with and supports this man?",1,0
"Hope the kids who don't take the Standardized tests don't have any trouble with their SAT tests, ACT tests  or Oregon Drivers' License Tests.   Be a real bummer not to get into college or be able to drive a car because you didn't know you were too ignorant to do either one because no one tested your knowledge level until it was too late.",1,0
"Regardless of the outcome, it will serve as a reminder to many as the risks of not hiring a white male

It's on the mind of every owner or manager every time there is a hire. This candidate seems like a good fit, but do I really want to get sued if I need to fire them down the road? Eh... maybe I'll go with the middle-aged white guy who won't ever sue me for wrongful termination, sexual discrimination or being called a cracker. 

Clearly the alleged behavior is not acceptable and should never have happened. I'm not sure that a million dollar payout is a win for anyone though.",1,0
"""Many of us on the right are tired of being called racist, homophobes, and other derogatory names just because we do not support the latest leftist cause.""

Nope, many people on the right are labeled for what they SAY and DO, not because of the ""latest leftist cause"". Trump is an avowed racist...that is a fact. Why support racism?",1,0
"I'm curious... if this was a big, bearded, tattooed man, would people still be up in arms? Does this ""male discrimination"" apply only to men in drag? 

I have a hard time believing that people would really care if this was some big biker dude.",1,0
"Somebody must call a spade a spade.  “When current black students feel unsafe to walk into Deady Hall...""  In view of all the positive life actions of Deady as enumerated above, I conclude that those students who feel unsafe walking into Deady Hall are mentally disturbed.  Or perhaps the students are just being disingenuous and misrepresenting their feelings to achieve a political objective.   I have little sympathy for those who attempt to manipulate us to achieve political objectives especially when they invoke notions of safety where there is no rational danger.  Can any rational human attribute danger to entry to Deady Hall that is related to the name of the building?",1,0
"Ed is right. Black Lives Matter.  So do gay lives, women's lives and all other lives.  We should not privilege the sensitivities of one subgroup of a group and throw out the rest.

Who gets to ""win"" when a person turns out to be complex? Are we going to rename buildings named after President Kennedy because he called the black gay poet James Baldwin, one of America's greatest writers, ""Martin Luther Queen""?  What happens to Churchill High School after people read the colonial views of Sir Winston the Tory?  Do we erase MLK's name because he plagiarized a paper?  What did Abe Lincoln think of gay rights?  Did Cesar Chavez support abortion?  

Do people really feel ""unsafe"" entering a building named after a person a hundred years dead?  That is not a credible position for an adult to take.  The building has only the spiritual power that we each care to give it. 

As for these ancient crusty founders whose lives were imperfect, teach about them, not without them.",1,0
"Some in Canada are recommending to build a full-length border wall, to keep fleeing U.S. citizens out.",1,0
"Larry - Keep flailing, wailing and baling.  The HMS Donkey is sinking fast",1,0
"This is a complex issue with bits of truth on many sides.  In light of Edwin Coleman's findings, the assertion that black students feel ""unsafe"" in the building, if true, suggests a serious educational flaw exacerbated by today's negative emphasis on wrongs rather than rights (as if victimized groups don't have enough ""real"" issues to worry about).  Ironically, universities (with a few glaring exceptions - see Donald Trump's perversion) are supposedly established to discover and broadcast truth.  From that perspective, it would seem that keeping Deady's name on the hall could provide a valuable spring board for demonstrating how racism can be transformed into tolerance and positive social action - which is just what Deady appears to have done in his lifetime.  If delivered, that lesson could go far toward alleviating black student's concerns about entering the place and help to constructively recast campus dialogues for improving inter-group relations.",1,0
You seem to be a black amd white thinker. What is this business of communism  vs capitalism?  Are you suggesting that tenuref track professors are communists? Seriously?,1,0
More evidence that liberalism really is a mental disorder.  This is the stuff that's driving Donald Trump's popularity.,1,0
"After working many years out of 290 where many
good black plumbers and fitters are members .
There are many white and black members that will never be qualified to run work . You have to be organized enough to run yourself let alone others . 
You have to get along with those you are supervising.
You need excellent communication skills and good knowledge of your work.
I will wait for the jury to decide and not assume this person was discriminated against .",1,0
"That completely explains that note in history when Obama became the winner of the ‘Liar of The Year’ Award.

""Obama is one the best presidents this country has ever seen"". LOL",1,0
"""I want to say one thing to the American people. I want you to listen to me. I'm going to say this again. I did not have sexual relations with that woman.""",1,0
"Heh, I'm not sure how much more dumbing down they can do.",1,0
"One only has to pull out into a marked pull-out and use the right lane where there are two or more lanes in your direction. There is no law requiring slow moving vehicles to leave the roadway.

I'm always amazed at what crybabies our motorists are. Rather than enjoy this novelty, many are apparently wasting the time of our woefully understaffed state police. How hard is it to deal with a bit of traffic? I also wonder how many of those motorists were unlawfully using their cell phones while driving to call in this nonhazard.",1,0
They wouldn't. They probably be applauding the company for it's feminism.,1,0
"Perhaps the ghost of Deady exists in Deady Hall?  Are there  moans of despair heard during classes there?  Have innocent blacks been found dismembered in the hallways?  What is the actual source of this alleged 'fear'?  Are only black students afraid?  How do the Chinese students react, since he was an advocate for them?  To 'fear' a building due to its name is ludicrous at best.  It doesn't even reach the status of decent hyperbole.",1,0
"I still find it very funny that a bakery can be fined for failing to bake a wedding cake for a same sex couple, when same sex marriages were illegal in that state at the time.  The state and other keep referring to it as a wedding cake.  Maybe someone can explain this to me.  Would not it be appropriate to say that I cannot bake you a wedding cake because same sex marriages are illegal.",1,0
"more like Whaaaat?    not hostility.  now, if I had been 30th in line behind this crew doing 3 mph,, and i'm on my way to sisters.....it would be hostility...you betcha.  as in if I can walk faster than the cars move down the road...state highway 126...  on the road...i'm taking a hike and looking for the next cop to ask  WHAT are you THINKIN?  talk about road rage....some fools' got his personal carry legal hand gun on him and he's had it!  and I think on top of that it's illegal..it's a hazard, especially on a curvy road.
  so not hostility...just can't support the horse and wagon show.  p.s. - it's nothing to do with the message -   though, i'll bet god got called upon many times that day, but not in support of the wagon crew...",1,0
"Universities are ""liberal"" only in the sense that they're forward looking institutions. One shouldn't expect higher education to give, for example, equal time to creationism and evolution. Is that what you mean?
As far as your union problem, well, since Reagan middle-class wages have stagnated--- correlation or cause? Remember now, Ronnie began the union-busting and he did a good job.
Meanwhile, those wimpy little Germans are quite happy with the world's strongest economy and extremely strong unions.
Gosh.
Those damn commies, eh? They manage free or cheap universities, free healthcare, and high wages---- magic, I call it!",1,0
No he wouldn't. Trump is a walking failure of American elitist doctrine that will fail like the rest of the GOP hopeless.,1,0
"Obama isn't a failure.

No, the Republicans brought Trump onto themselves.  The left has a rabble fringe, and the right has a rabble fringe.  John McCain was a good candidate, who was very qualified to be our President.  He deserved the nomination in 2000, but by 2008 he wanted the presidency so badly that he went over to the dark side, and started pandering to the fringe on the right.  It's a dangerous thing, trying to harness hatred.  He chose an utterly scary and unqualified running mate because of her gender, and pretty much created the Tea Party, which in turn spun out of Republican control.

Now the Republicans find themselves without much of an identity, except as the party of hate and negativity.  Their history is better than that.  I think they can come back from this, but it will be hard work, and they will probably lose this next election unless they can escape Trump.  Maybe changing the primary system to that the west gets to vote too would be a start.",1,0
Actually your opinion summary is pretty near identical in rhetoric to the unhinged fringe left.,1,0
Fantastic win for the Ducks. Let's try to keep Altman and build a dynasty. Win The Day.,1,0
"Donating large sums and dictating policy are two different things. And you are a bit of a dissimulator, aren't you? The lady was put on leave because she used the n-word while delivering a rant about how black students' graduation rates were not tied to a racist environment. This instructor had far more to say, as well, that is controversial. 
Taken in context, the word easily can be understood to be aggressive, demeaning, and insulting. 
Accountability has nothing to do with tenure; deans and others have ways to spur instructors if they're loafing. The critical question is independence. This war on tenure is nothing but another rabid right assault on progressive institutions, in this case, universities.",1,0
"By not voting, Ms. Porter, you are not neutral: you have taken a position. That position means another vote for Trump or whoever the lunatic on the right is.
Obamacare: goodbye.
Possibility of war vs. certainty of same.
The end of women's choice.
The return of Big Coal.
Massive tax cuts for the rich (FAR higher than any in the past are proposed by all 3 Republican candidates). This, obviously, will mean astronomic debt from the huge revenue shortfall.

Please, think this through. The lasting damage from voter inactivity will cripple the country, perhaps longer than the eight years it has taken Obama to pull it back.

I wager I'm far more liberal than you; however, I also know that refusing to participate because one doesn't get what one wishes is a poor strategy: one is then certain to get a whole lot of what one hates.",1,0
"N Portland.  I had a 17% increase.  twice.  I got even.  I called the city for an inspection.  All the violations resulted in an entire construction crew here for 3 days.  No more leaking pipes under the building and no more shared vent stacks.  I was willing to live with all that while I had cheap rent.  But 34% in two years?  No, he had to fix his s**t.",1,0
"You have been sucked in by the Israel apologists,,,,On the admission of many Israeli leaders, this war was the result of a long-planned, calculated aggression. It was undertaken in order to expand Israel's occupation of Arab territories and not (as falsely claimed by Israeli apologists) as a per-emptive strike to avoid annihilation.

1. Menachem Begin, Minister without Portfolio:

    ""In June l967, we had a choice. The Egyptian Army concentrations in the Sinai approaches do not prove that Nasser was really about to attack us. We must be honest with ourselves. We decided to attack him.""

    (New York Times, August 21, 1982)
2. General Yitzhak Rabin, Chief of Staff, Israeli Defence Forces:

    ""I do not believe that Nasser wanted war. The two divisions which he sent into Sinai on May 14 would not have been enough to unleash an offensive against Israel. He knew it and we knew it.""
    (Le Monde, February 28, 1968 )",1,0
"Nuclear power stations are mansions without toilets.
Over 77,000 metric tons of highly radioactive reactor waste is piling up all around the country at every nuclear power station....it's this industry that's ignored their trash problem and they want to continue to make more.
Enough already!",1,0
The sick ones couldn't get in the boat or make the trip.,1,0
"Well, possibly not.  Although I have known a sick man who left his country to get medical care elsewhere.  He left Canada, and came to Colorado for treatment of a potentially fatal neurological condition.  When asked why he bailed on the ""superior"" Canadian system to come to the U.S., he simply replied, ""... because if I had waited on the Canadian system to treat me, I'd be dead!""

True incident.  Thoughts?",1,0
"Well, I think I said that John McCain would have been a decent President, so I guess we have different definitions of the unhinged fringe left.",1,0
"For argument's sake, assuming you're right that blackface is acceptable social behavior, that wouldn't invalidate her point that probably most people don't think it's okay. Her point was that if we were to use society's general acceptance of a behavior as a litmus test, blackface would most likely fail while sombreros would not.",1,0
Well then I guess people need to slow down in their car because people have been getting around that way for hundreds of years just because you have a car doesn't mean you have to be an a******,1,0
"You guys missed reviewing Stag, only the finest all-make review club in Portland.  There's several reasons why they attracted the best male dancers in Portland. Check it out... It's great fun for everyone, straight OR gay! 😜",1,0
"Maybe the Canadian health care system is full of problems, but your quote that ""I have known a sick man who left his country [Canada]""  to come to the US for medical care is virtually identical to quote from a Shona Holmes (or Lindsay McCreith) who claims the same thing. In fact, Shona was diagnosed with Rathke’s cleft cyst, which is benign and ""not typically life-threatening,"" according to the Mayo Clinic."" Silverhorn, I doubt you ever knew such a person as you claim. Instead I believe  you are quoting (on purpose or inadvertently) from an ad produced by  Americans for Prosperity, a Right Wing, corporate funded mouthpiece that churns out arguments so that anti-government conservatives have talking points. It's even from 2009, meaning 7 years old.
https://en.wikipedia.org/wiki/Shona_Holmes_health_care_incident",1,0
"Sorry.  The gentleman in question is a former colleague of mine, at the time an adjunct professor at a Colorado university.  He and his wife have business offices in Ottawa (the Canadian connection).  He had some sort of glial growth that required shooting high-energy radiation into his brainstem - a rather hairy procedure, which, fortunately, worked, in that he survived the treatment and is still with us.

I take no offense.  I appreciate that your skepticism is the product of the pernicious and cynical age in which we live.  To be sure, I feel somewhat the same way about the lurid tales of droves of Democrats being driven away from the polls because they lack photo I.D., although (oddly enough) no one ever produces witnesses, reliable news reports, or names names.  :-/

Thank you for sharing.",1,0
"Point taken....  I'll just ask what other new angles are being developed and deployed that are successful? The private sector is stepping up to help...and not all marketing costs money.  For example, many of the companies involved in Hack For A Cause DONATED thousands of dollars in services and products in an effort to help SOLVE problems-I don't see that as completely fatuous (silly and pointless)... we offer our services for many non-profit efforts to make our community more habitable for everyone.  That to me is not ""ego,"" its ""paying it forward"" and lifting all boats with that tide... that tide has arrived.",1,0
that is ridiculously absurd. having THC in your system does not mean you were driving while on drugs as this drug can stay in a body for 6 months after consumed.,1,0
"I've previously suggested that all fast food emporiums should be required to have scales capable of determining Body Mass Indexes.  When you went in to order you would get on the scale and enter height, age and gender.  If the meal you ordered exceeded 1/3 of 1800 calories based on your BMI, a BMI siren would go off and a loud voice would intone ""Hog Body! Hog Body! Hog Body!""  You would then be fined for the excess calories when you continued with your purchase with the proceeds going to support direct community medical costs.",1,0
"It's a calculated risk for both sides, and there are probably some helpful think tanks and more than a few grad/law students cranking out papers on the subject from each perspective. Wyden comes off as a silly opportunist with his manufactured sense of urgency that didn't exist until Scalia assumed room temperature. If he's wants to scold Republicans for being obstructionists, fire away, but pandering to his home-state base like this makes him look even less consequential than usual, if that's possible.",1,0
"I hope the new UO president continues to clean house and rid the university of its many bad players. She should have been fired with cause the day ""the list"" was shown to exist, before she could retaliate against the one good cop the university had",1,0
"When you've never worked for a Corporation...when you've only worked for government, or not for profits etc, Corporate taxes seems like a logical choice to right the ship, that these same entities ran aground...
Unfortunately, when the only businesses left in Oregon are government or not for profits...who'll pay for their salary or retirement?
It's a suckers bet, if these people think the service industry (which is all that'll be left) can sustain their (govt/not for profit) lifestyle / retirement...",1,0
Do you have a citation? Are there more than a handful? Trump spews hatred to stir the pot and get press. Why do you support this creep?,1,0
"""Leaving thousands of evidence kits untested for years, even decades, is unconscionable.""

How many serial rapists are still free in the US because of this non-testing?  How many rapes could have been prevented by testing?  We are about to find out.",1,0
"""... show him the links ...""   Why?  He's well aware of the shortcomings of the Canadian system.  You yourself have some thinking to do, to decide whether these reports really are just nasty inventions of your political enemies - or, the indicators of a syndrome that the Left in this country doesn't want to talk about.  :-/  

Canadian in-laws of a close relative breezily admit that ""of course"" anyone in Canada with any money will go to the U.S. for health care - particularly elective surgery.  A colleague who lived and worked in Vancouver, B.C. for a number of years described the Canadian system as ""... free healthcare that nobody likes ...""  Another friend liked the system - during a touch of conjunctivitis, a clinic gave him some free eyedrops.  So in my experience, 3 out of 4 testimonials are ""meh"" to ""... it almost killed me ...""; one positive vote.  Worth imitating here?  I wonder.  :-/

Thanks for the exchange of views.  It's been interesting.",1,0
"The testing of rape kits for DNA identifies otherwise unknown rapists.  If you are convicted of a Felony in Oregon, your DNA is taken.  Any Felony""  Burglary, Robbery, whatever.  When they test these 5,600 rape kits, burglars and murderers and rapists now in the penitentiary will be positively identified as the one person who left that semen during that rape.  A DA can't 'vigorously pursue' a rape charge if the rapist is unknown.  Do you think all rapists hang around to get arrested or leave their driver's license behind?",1,0
"So you're arguing that Americans are lazier or more worthless than Europeans? 
Friend, unemployment is at historically low levels. EMPLOYMENT, the number of Americans actually working, has, under Obama, steadily climbing. 
Simply, there is no objective evidence that a social safety net discourages work. None, at all. 
Yes, raising the minimum wage may increase the cost of goods--- so feel free, as a consumer, not to buy them. But also know that for the hundreds of thousands that now have more wages, they will be increasing THEIR purchasing power. They, of course, will need less government assistance.
It's obvious that the poor and middle-class have remained stagnant while the wealthy have become ridiculously more so.
I guess you're okay with that. Trickle-down worked for you, I guess.
How many more presidencies and Voodoo experiments will you need? 
You think that millionaires and billionaires like Bush, Romney, Trump will help you have a better chance in life?
Oh, c'mon!",1,0
Too bad you never did Don. Cas has a wonderful legacy as a coach and wouldn't put up with your foolishness that lead you to where you are today - our onsite version of Don Trump.,1,0
"Now it comes out...  a shameless plug for Communism.

""...is it about allowing the pigs to slop up as much as they wish, leaving nothing for anyone else, or is it about instituting some rules that protect the majority?""",1,0
"there is no such thing as FREE health care, someone has to pay for it. You are uneducated, clueless what it takes to run a business, and are only humiliating yourself in public at this point.",1,0
"So disappointed I can't add photos, I have the best crazy dude in a tin foil hat jpeg.",1,0
"Motley, if a DA believes a rape has been committed, I believe that DA will be absolutely certain that the rape kit is processed.  I believe the untested rape kits come from situations where the identities are not really in question and the facts surrounding the incident do not support a rape charge.  As you know sexual intercourse is not illegal.  A rape kit tells whether sexual intercourse has occurred and via DNA the male involved.  But if a DA determines that circumstances do not support rape but rather consensual sex, the rape kit provides no useful information.  Of course, every rape kit where the male is unknown should be processed.  I doubt that the unprocessed kits fall into that category.  Too bad some investigative reporting has not occurred.",1,0
"Talk about cowardice. Looks like the ""terrorists"" are surely winning this one. Sad...",1,0
"If you haven't kept up with recent genetic research, I can't help you. It appears, indeed, that empathy/sympathy may have a genetic component, as does alcoholism, blue-eyes, or intelligence.
I don't know as one can blame Eugenics on Oregon--- I hope you can provide some sort of connection? Eugene=Eugene-ics?
I myself am atheist (an agnostic is a pathetic creature, is he not--- one who cannot simply demand proof and make a decision based on that elementary question) but find both the Old and New Testaments have some very profound things to say. That is one of them that I agree with. If one wishes to be charitable, it seems to me that one should do so in private. 
To depend on the largesse of the 1% to solve societies' greatest problems is to place oneself into a debt to individuals to which I am unwilling to do so.
It is the responsibility of governments to fund scientific research, properly fund higher education, etc.
Europe has done quite well with that system, as has Scandinavia.",1,0
"Seems not all democrats are that ignorant after all ""20,000 Massachusetts Democrats switch parties"". http://www.foxnews.com/politics/2016/02/29/20000-massachusetts-democrats-switch-parties-before-super-tuesday.html

Gee I don't see 20,000 republicans or independents running to join the democrat party ""In the GOP right now, it’s not going well"". Just goes to show one more liberal [ E.J. Dionne] is full of it.",1,0
"Hillary the pathological liar, the senator ""I want to be an Indian"" Warren. My gosh the democrats have really hit rock bottom if they believe this is a winner for America. Or perhaps Milbank believes Warren could keep Bill entertained around the Whitehouse rather then another much younger intern like Monica.",1,0
"I am a baby boomer myself, all 3 of my children went to college, and they work. They are rare today.
 as the one who hires and fires I have to go through 200 millennials to find 1 that is even trainable. the baby boomer generation has raised a generation on dead end dead beat losers who need Nanny Government to take care of them.",1,0
"yes, it's called liberal dementia, and what just raised the minimum wage",1,0
"And just think, motley ... these are the kind of people who are going to be in charge of the world, soon ... when you and I are Old, and Weak! ... x(",1,0
